# This is the local BusyFit history file in which all fit results are stored.
# In order to delete the history, e.g. prior to a batch run of BusyFit on a
# large number of spectra, simply delete the file; it will be recreated 
# during the next launch of the software. Alternatively, you may choose to 
# remove individual entries from the file. The results of new fits will be 
# appended at the end of the file.
#
# The parameters in the respective columns (separated by tabs) are:
#
# Filename	Success	Nchan	dof	chi^2	chi^2/dof	rms	A	dA	B_1	dB_1	B_2	dB_2	C	dC	XE_0	dXE_0	XP_0	dXP_0	W	dW	N	dN	X	dX	W_50	dW_50	W_20	dW_20	F_peak	dF_peak	F_int	dF_int
#
1229-021_bs79.dat	0	182	177	185.074	1.04562	0.00751826	0.034224	0.00593321	0.337039	0.178797	0.456196	0.266125	0	0	125.336	0.413231	0.1	0	4.44409	0.685691	0	0	1018.23	0.00275732	0.0537332	0.00693145	0.0720105	0.00766296	0.03372	0.00435129	0.00182518	0.000183861
1229-021_bs79.dat	0	182	177	185.074	1.04562	0.00751826	0.034224	0.00593321	0.337039	0.178797	0.456196	0.266125	0	0	125.336	0.413231	0.1	0	4.44409	0.685691	0	0	1018.23	0.00275732	0.0537332	0.00693145	0.0720105	0.00766296	0.03372	0.00435129	0.00182518	0.000183861
1345+12_mir89.dat	2	52	47	62.635	1.33266	3.26543	8.18053e+11	4.53891e+14	0.0480432	0.563357	0.341958	0.0491804	0	0	69.0878	1173.08	0.1	0	-46.475	1176.53	0	0	36516.9	7.10918	192.907	121.836	306.827	48.1804	55.63	4.98588	11883.7	775.768
1345+12_mir89.dat	2	52	47	62.635	1.33266	3.26543	8.18053e+11	4.53891e+14	0.0480432	0.563357	0.341958	0.0491804	0	0	69.0878	1173.08	0.1	0	-46.475	1176.53	0	0	36516.9	7.10918	192.907	121.836	306.827	48.1804	55.63	4.98588	11883.7	775.768
1345+12_mir89.dat	2	52	47	62.635	1.33266	3.26543	8.18053e+11	4.53891e+14	0.0480432	0.563357	0.341958	0.0491804	0	0	69.0878	1173.08	0.1	0	-46.475	1176.53	0	0	36516.9	7.10918	192.907	121.836	306.827	48.1804	55.63	4.98588	11883.7	775.768
1345+12_mir89.dat	2	52	47	62.635	1.33266	3.26543	8.18053e+11	4.53891e+14	0.0480432	0.563357	0.341958	0.0491804	0	0	69.0878	1173.08	0.1	0	-46.475	1176.53	0	0	36516.9	7.10918	192.907	121.836	306.827	48.1804	55.63	4.98588	11883.7	775.768
1345+12_mir89.dat	2	52	47	62.635	1.33266	3.26543	8.18053e+11	4.53891e+14	0.0480432	0.563357	0.341958	0.0491804	0	0	69.0878	1173.08	0.1	0	-46.475	1176.53	0	0	36516.9	7.10918	192.907	121.836	306.827	48.1804	55.63	4.98588	11883.7	775.768
1353+055_vke+89.dat	1	103	95	65.1056	0.685322	0.0113398	0.251351	11.5421	0.17837	0.233412	0.123601	0.627661	0.117595	0.270533	54.4783	51.0903	56.4224	1.64672	-2.09858	114.222	1.64399	1.58074	1193.49	7.1324	109.21	11.8311	144.158	15.9235	0.0398254	0.00625649	4.22731	0.434169
1353+055_vke+89.dat	1	103	95	65.1056	0.685322	0.0113398	0.251351	11.5421	0.17837	0.233412	0.123601	0.627661	0.117595	0.270533	54.4783	51.0903	56.4224	1.64672	-2.09858	114.222	1.64399	1.58074	1193.49	7.1324	109.21	11.8311	144.158	15.9235	0.0398254	0.00625649	4.22731	0.434169
1353+055_vke+89.dat	1	103	95	65.1056	0.685322	0.0113398	0.251351	11.5421	0.17837	0.233412	0.123601	0.627661	0.117595	0.270533	54.4783	51.0903	56.4224	1.64672	-2.09858	114.222	1.64399	1.58074	1193.49	7.1324	109.21	11.8311	144.158	15.9235	0.0398254	0.00625649	4.22731	0.434169
1353+055_vke+89.dat	1	103	95	65.1056	0.685322	0.0113398	0.251351	11.5421	0.17837	0.233412	0.123601	0.627661	0.117595	0.270533	54.4783	51.0903	56.4224	1.64672	-2.09858	114.222	1.64399	1.58074	1193.49	7.1324	109.21	11.8311	144.158	15.9235	0.0398254	0.00625649	4.22731	0.434169
1353+055_vke+89.dat	1	103	95	65.1056	0.685322	0.0113398	0.251351	11.5421	0.17837	0.233412	0.123601	0.627661	0.117595	0.270533	54.4783	51.0903	56.4224	1.64672	-2.09858	114.222	1.64399	1.58074	1193.49	7.1324	109.21	11.8311	144.158	15.9235	0.0398254	0.00625649	4.22731	0.434169
1430-kpec09.dat	0	348	343	261.824	0.763335	0.934779	2.44102	0.137637	0.037812	0.00988283	0.998731	1.27853	0	0	187.245	1.82457	0.1	0	42.639	1.86092	0	0	610.553	0.00165705	0.0767504	0.00334876	0.0914569	0.00444321	2.441	0.137593	0.187348	0.00940075
1430-kpec09.dat	0	348	343	261.824	0.763335	0.934779	2.44102	0.137637	0.037812	0.00988283	0.998731	1.27853	0	0	187.245	1.82457	0.1	0	42.639	1.86092	0	0	610.553	0.00165705	0.0767504	0.00334876	0.0914569	0.00444321	2.441	0.137593	0.187348	0.00940075
1430-kpec09.dat	0	348	343	261.824	0.763335	0.934779	2.44102	0.137637	0.037812	0.00988283	0.998731	1.27853	0	0	187.245	1.82457	0.1	0	42.639	1.86092	0	0	610.553	0.00165705	0.0767504	0.00334876	0.0914569	0.00444321	2.441	0.137593	0.187348	0.00940075
1430-kpec09.dat	0	348	343	261.824	0.763335	0.934779	2.44102	0.137637	0.037812	0.00988283	0.998731	1.27853	0	0	187.245	1.82457	0.1	0	42.639	1.86092	0	0	610.553	0.00165705	0.0767504	0.00334876	0.0914569	0.00444321	2.441	0.137593	0.187348	0.00940075
1430-kpec09.dat	0	348	343	261.824	0.763335	0.934779	2.44102	0.137637	0.037812	0.00988283	0.998731	1.27853	0	0	187.245	1.82457	0.1	0	42.639	1.86092	0	0	610.553	0.00165705	0.0767504	0.00334876	0.0914569	0.00444321	2.441	0.137593	0.187348	0.00940075
1504+377_cmr+98-tau.dat	1	137	132	3535.41	26.7834	0.0245533	1.43328e+09	1.56905e+13	0.872924	6.4227	0.0155894	3.63268	0	0	-28.5723	71686.5	0.1	0	-147.104	71691.1	0	0	465.017	190.072	51.5903	3882.53	103.943	7214.4	0.0492707	1.65967	3.11949	21.2139
1504+377_cmr+98-tau.dat	1	137	132	3535.41	26.7834	0.0245533	1.43328e+09	1.56905e+13	0.872924	6.4227	0.0155894	3.63268	0	0	-28.5723	71686.5	0.1	0	-147.104	71691.1	0	0	465.017	190.072	51.5903	3882.53	103.943	7214.4	0.0492707	1.65967	3.11949	21.2139
1504+377_cmr+98-tau.dat	1	137	132	3535.41	26.7834	0.0245533	1.43328e+09	1.56905e+13	0.872924	6.4227	0.0155894	3.63268	0	0	-28.5723	71686.5	0.1	0	-147.104	71691.1	0	0	465.017	190.072	51.5903	3882.53	103.943	7214.4	0.0492707	1.65967	3.11949	21.2139
1504+377_cmr+98-tau.dat	1	137	132	3535.41	26.7834	0.0245533	1.43328e+09	1.56905e+13	0.872924	6.4227	0.0155894	3.63268	0	0	-28.5723	71686.5	0.1	0	-147.104	71691.1	0	0	465.017	190.072	51.5903	3882.53	103.943	7214.4	0.0492707	1.65967	3.11949	21.2139
1504+377_cmr+98-tau.dat	1	137	132	3535.41	26.7834	0.0245533	1.43328e+09	1.56905e+13	0.872924	6.4227	0.0155894	3.63268	0	0	-28.5723	71686.5	0.1	0	-147.104	71691.1	0	0	465.017	190.072	51.5903	3882.53	103.943	7214.4	0.0492707	1.65967	3.11949	21.2139
1504+377_cmr+98.dat	0	122	114	141.104	1.23776	15.1224	0.0774652	787.155	0.317981	0.0366883	0.297586	0.0651404	3675.18	3.73549e+07	82.5356	0.303727	81.537	0.0974465	4.59246	1.02781	0.301217	0.862565	333.822	0.849196	83.1436	2.01202	110.167	2.2517	341.233	10.4781	26066.3	606.253
1504+377_cmr+98.dat	0	122	114	141.104	1.23776	15.1224	0.0774652	787.155	0.317981	0.0366883	0.297586	0.0651404	3675.18	3.73549e+07	82.5356	0.303727	81.537	0.0974465	4.59246	1.02781	0.301217	0.862565	333.822	0.849196	83.1436	2.01202	110.167	2.2517	341.233	10.4781	26066.3	606.253
1504+377_cmr+98.dat	0	122	114	141.104	1.23776	15.1224	0.0774652	787.155	0.317981	0.0366883	0.297586	0.0651404	3675.18	3.73549e+07	82.5356	0.303727	81.537	0.0974465	4.59246	1.02781	0.301217	0.862565	333.822	0.849196	83.1436	2.01202	110.167	2.2517	341.233	10.4781	26066.3	606.253
1504+377_cmr+98.dat	0	122	114	141.104	1.23776	15.1224	0.0774652	787.155	0.317981	0.0366883	0.297586	0.0651404	3675.18	3.73549e+07	82.5356	0.303727	81.537	0.0974465	4.59246	1.02781	0.301217	0.862565	333.822	0.849196	83.1436	2.01202	110.167	2.2517	341.233	10.4781	26066.3	606.253
1504+377_cmr+98.dat	0	122	114	141.104	1.23776	15.1224	0.0774652	787.155	0.317981	0.0366883	0.297586	0.0651404	3675.18	3.73549e+07	82.5356	0.303727	81.537	0.0974465	4.59246	1.02781	0.301217	0.862565	333.822	0.849196	83.1436	2.01202	110.167	2.2517	341.233	10.4781	26066.3	606.253
1629+12_kc02.dat	1	285	280	471.529	1.68403	0.00433809	2.16478	6.20179	0.0494075	0.00276131	0.00711004	0.00279488	0	0	40.0739	98.1364	0.1	0	-79.4699	100.052	0	0	927.297	0.000664929	0.0565227	0.00105668	0.0983842	0.00141351	0.074259	0.000880102	0.00487693	5.67905e-05
1629+12_kc02.dat	1	285	280	471.529	1.68403	0.00433809	2.16478	6.20179	0.0494075	0.00276131	0.00711004	0.00279488	0	0	40.0739	98.1364	0.1	0	-79.4699	100.052	0	0	927.297	0.000664929	0.0565227	0.00105668	0.0983842	0.00141351	0.074259	0.000880102	0.00487693	5.67905e-05
1629+12_kc02.dat	1	285	280	471.529	1.68403	0.00433809	2.16478	6.20179	0.0494075	0.00276131	0.00711004	0.00279488	0	0	40.0739	98.1364	0.1	0	-79.4699	100.052	0	0	927.297	0.000664929	0.0565227	0.00105668	0.0983842	0.00141351	0.074259	0.000880102	0.00487693	5.67905e-05
1629+12_kc02.dat	1	285	280	471.529	1.68403	0.00433809	2.16478	6.20179	0.0494075	0.00276131	0.00711004	0.00279488	0	0	40.0739	98.1364	0.1	0	-79.4699	100.052	0	0	927.297	0.000664929	0.0565227	0.00105668	0.0983842	0.00141351	0.074259	0.000880102	0.00487693	5.67905e-05
1629+12_kc02.dat	1	285	280	471.529	1.68403	0.00433809	2.16478	6.20179	0.0494075	0.00276131	0.00711004	0.00279488	0	0	40.0739	98.1364	0.1	0	-79.4699	100.052	0	0	927.297	0.000664929	0.0565227	0.00105668	0.0983842	0.00141351	0.074259	0.000880102	0.00487693	5.67905e-05
1830-211_cdn99.dat	0	42	34	232.191	6.82916	0.0117807	0.0254022	0.0546774	0.513774	0.0846218	0.296885	0.22352	1.99406	4.93444	21.1146	1.33446	25.4069	0.540021	5.52195	1.14007	1.11912	0.372933	-72.1082	3.52508	217.69	4.81931	324.537	4.55178	0.493466	0.00744197	116.354	1.76355
