# J2000                 RA         Dec         z            S_cont[mJy]          Radio_Power[log(W/Hz)]   Detection   Compact_0_Extended_1   WISE_type_[0_12_1_dp_2_46]   RMS_[mJy]             3*RMS_[tau]             tau_[-]                 tau_dv[kms]      w50_[km/s]           dw50_[km/s]          w20_[km/s]           dw20_[km/s]          cen_[km/s]            dcen_[km/s]           peak_pos_[km/s]       Rmag_[SDSS]   e_Rmag_[SDSS]   Zmag_[SDSS]   e_Zmag_[SDSS]   Kmag_[2MASS]   e_Kmag_[2MASS]   W1mag_[WISE]   e_W1mag_[WISE]   W2mag_[WISE]   e_W2mag_[WISE]   W3mag_[WISE]   e_W3mag_[WISE]   W4mag_[WISE]   e_W4mag_[WISE]   FIRST_peak[mJy]      FIRST_integr[mJy]   
  J124707.32+490017.9   12:47:07   +49:00:18   0.20691      1140.0               26.150226001204736       1.0         0.0                    0.0                          0.5931891893333333    0.0015622438501577275   0.0020000000949949026   0.463258027298   369.5799865722656    82.30999755859375    586.3200073242188    51.66999816894531    -284.8399963378906    28.450000762939453    -114.06999969482422   17.542913     0.0066158897    16.725672     0.014873952     14.588         0.091            13.815         0.027            13.189         0.03             10.794         0.076            8.362          0.225            1037.72998046875     1212.699951171875   
  J124709.68+324705.0   12:47:10   +32:47:05   0.1351299    32.2058200836        24.193281054500204       0.0         0.0                    0.0                          0.828000009059906     0.0781377227999         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.764374     0.005107048     15.922262     0.011298604     14.483         0.082            13.252         0.024            12.546         0.025            10.127         0.047            7.769          0.14             46.38999938964844    48.50138            
  J125220.88+395100.9   12:52:21   +39:51:01   0.2252982    26.3246037066        24.596782339449124       0.0         0.0                    0.0                          0.7710000276565552    0.0891769561636         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    18.24269      0.0102102235    17.50165      0.028559368     15.201         0.145            14.374         0.031            13.313         0.032            10.497         0.061            7.758          0.137            30.90999984741211    31.41408            
  J125236.90+285150.7   12:52:37   +28:51:51   0.195079     430.0                25.669667459144396       0.0         1.0                    2.0                          0.7148779664433521    0.004999999888241325    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.05448      0.005916102     16.249187     0.012742679     14.509         0.104            13.868         0.028            13.578         0.036            11.869         0.212            9.134          0.461            228.5800018310547    511.1000061035156   
  J125431.43+262040.6   12:54:31   +26:20:41   0.06909731   36.7583669722        23.629578344706168       0.0         1.0                    1.0                          0.7350000143051147    0.0605941860121         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.037288     0.0026071053    14.285494     0.0048659127    13.326         0.069            12.35          0.025            12.309         0.025            11.063         0.102            8.545          0.262            33.56999969482422    37.65039            
  J125433.26+185602.2   12:54:33   +18:56:02   0.11544      75.83999633789062    24.417373862074268       1.0         0.0                    2.0                          1.9032432433333335    0.0782713454938722      0.06800000369548798     4.99534527647    60.099998474121094   0.0                  140.89999389648438   0.0                  356.2900085449219     0.0                   405.8299865722656     16.200624     0.0041627097    15.246721     0.007726363     13.515         0.056            12.692         0.027            12.432         0.026            9.612          0.041            7.624          0.144            80.19000244140625    83.72000122070312   
  J130125.26+291849.5   13:01:25   +29:18:49   0.02339724   35.6425754726        22.64665802865444        1.0         0.0                    0.0                          0.5080000162124634    0.0430654851328         0.0452007               8.40455559197    147.605750804        21.97384178          217.779004716        23.8118881126        53.9544270326         12.0                  -15.1380524888        13.936185     0.002222207     13.182242     0.004130723     12.504         0.056            10.642         0.023            9.394          0.021            5.348          0.015            2.183          0.014            38.349998474121094   40.10142            
  J130132.61+463402.7   13:01:33   +46:34:03   0.20552      97.0                 25.073549591683502       1.0         0.0                    2.0                          0.6692918919999999    0.020916992192022053    0.017999999225139618    4.23568197007    172.41000366210938   41.900001525878906   584.0999755859375    85.29000091552734    -308.8399963378906    40.27000045776367     -132.2899932861328    16.329214     0.0048443056    15.451655     0.010007092     14.059         0.068            13.173         0.023            12.704         0.026            10.379         0.053            7.855          0.143            87.11000061035156    90.69000244140625   
  J130346.59+191617.4   13:03:47   +19:16:17   0.06351      69.5199966430664     23.829787821373937       0.0         1.0                    1.0                          0.8640653807649556    0.03799999877810477     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    13.747443     0.002337034     12.97674      0.0043502436    13.365         0.089            11.941         0.023            11.992         0.023            11.485         0.165            9.229          ""               55.939998626708984   75.5999984741211    
  J130556.95+395621.5   13:05:57   +39:56:22   0.153476     35.8413904905        24.360346066485548       2.0         0.0                    1.0                          1.3600000143051147    0.116050836267          0.0843967               8.20301463994    126.219617242        23.11388448          141.49398799         26.79414083          -18.955354            16.0                  -40.8828999254        17.019386     0.005341859     16.149456     0.010519086     14.387         0.076            13.774         0.027            13.56          0.034            12.853         0.46             8.914          ""               30.760000228881836   31.50607            
  J130619.24+111339.7   13:06:19   +11:13:40   0.08570766   118.970483541        24.33686668540359        0.0         1.0                    1.0                          0.9700000286102295    0.0245601078366         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.844443     0.0025319844    14.116588     0.0041380515    13.286         0.071            12.251         0.023            12.127         0.024            11.071         0.111            8.363          ""               101.68000030517578   118.0302            
  J130621.72+434751.2   13:06:22   +43:47:51   0.202562     136.5399932861328    25.207990345059834       0.0         1.0                    1.0                          0.9458141334369093    0.020999999716877892    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.661415     0.005616687     15.863143     0.011903516     14.674         0.098            13.743         0.027            13.437         0.031            12.827         0.432            9.38           ""               69.4800033569336     132.72000122070312  
  J130837.91+434415.1   13:08:38   +43:44:15   0.035812     60.810001373291016   23.25650319527803        0.0         0.0                    1.0                          0.6187301377658173    0.030999999493360467    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    13.299788     0.0017469043    12.543896     0.0024287214    12.091         0.043            11.178         0.023            11.182         0.021            9.687          0.032            7.879          0.137            51.849998474121094   52.27000045776367   
  J131424.68+621945.8   13:14:25   +62:19:46   0.130805     72.0                 24.511974248818216       0.0         1.0                    1.0                          0.9871252532294648    0.04199999943375584     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.740489     0.003336543     14.919325     0.006694806     13.716         0.071            12.824         0.022            12.588         0.024            11.168         0.096            8.64           0.262            58.81999969482422    64.5199966430664    
  J131535.10+620728.4   13:15:35   +62:07:29   0.03078696   44.7188988328        22.98819897501515        1.0         2.0                    0.0                          0.609000027179718     0.0411359530635         0.0575016               10.5233151834    283.092498094        29.74501795          324.377654697        30.3509471063        142.392663            15.2857868655         142.455614018         14.610415     0.0022321031    13.975605     0.0042056646    11.864         0.027            10.822         0.024            10.048         0.019            5.239          0.015            1.927          0.015            41.369998931884766   45.74645            
  J131739.20+411545.6   13:17:39   +41:15:46   0.066109     246.0                24.414964965095827       1.0         0.0                    1.0                          0.564237838           0.006904732137194948    0.03099999949336052     4.78502217969    133.97000122070312   32.35245125          245.2100067138672    75.52000427246094    59.189998626708984    147.77999877929688    148.1999969482422     14.615343     0.0023516617    13.742349     0.0037681437    12.648         0.045            11.867         0.023            11.81          0.022            10.501         0.057            8.62           0.248            247.39999389648438   248.86000061035156  
  J131941.39+162852.5   13:19:41   +16:28:53   0.1587326    12.1790179983        23.92374703465831        0.0         0.0                    1.0                          1.2100000381469727    0.313919644971          ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.293753     0.0040636566    15.473027     0.008364693     13.88          0.065            13.228         0.028            13.044         0.031            12.691         0.468            8.682          ""               47.61000061035156    48.74597            
  J132035.40+340821.7   13:20:35   +34:08:22   0.023058     96.5999984741211     23.06679221264217        1.0         2.0                    0.0                          0.6014540540000001    0.018855347683940153    0.16200000047683716     46.6440588754    272.0                4.289999961853027    416.4700012207031    4.670000076293945    26.56999969482422     1.940000057220459     27.729999542236328    13.853437     0.0026297672    13.26707      0.003895167     11.864         ""               10.507         0.023            9.802          0.02             5.314          0.014            2.367          0.014            90.43000030517578    103.55999755859375  
  J132513.37+395553.2   13:25:13   +39:55:53   0.075551     36.810001373291016   23.711762786045416       1.0         0.0                    1.0                          0.5819027026666667    0.04858625790228434     0.05299999937415123     9.45856094113    138.16000366210938   52.70000076293945    210.52999877929688   80.30999755859375    -133.97000122070312   20.579999923706055    -133.97000122070312   14.9288       0.0024641436    14.153959     0.004330136     13.229         0.047            12.446         0.024            12.421         0.025            11.175         0.101            9.054          ""               55.18000030517578    56.31999969482422   
  J132524.03+492022.7   13:25:24   +49:20:23   0.1867322    35.8856134117        24.548829271154137       0.0         0.0                    2.0                          1.2400000095367432    0.105496061995          ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.471346     0.0071658553    16.532501     0.017630566     14.641         0.111            14.079         0.027            13.806         0.035            11.77          0.158            8.938          ""               35.18000030517578    35.24043            
  J133455.94+134431.7   13:34:56   +13:44:32   0.02312165   26.3143088669        22.504436470036453       1.0         0.0                    1.0                          1.3799999952316284    0.161604400171          0.15442                 15.6755962352    130.14427822         8.44240243           150.734348357        18.6815848051        -101.167447937        14.0640141292         -83.9170721591        12.733942     0.0016116113    12.002895     0.0020447813    11.708         0.071            10.445         0.023            10.523         0.021            9.733          0.038            8.443          0.252            32.18000030517578    33.92355            
  J133817.24+481629.7   13:38:17   +48:16:31   0.02758319   79.2834833264        23.139343663853428       1.0         2.0                    0.0                          0.8370000123977661    0.0318395245121         0.10145                 7.26254968783    139.606301792        15.696023            234.590477227        23.9328662448        176.442044            16.8093857374         106.697468408         13.829378     0.0019579097    13.11239      0.0031062684    11.771         0.04             10.5           0.022            9.91           0.019            5.654          0.014            2.548          0.017            35.09000015258789    55.05222            
  J134035.20+444817.3   13:40:35   +44:48:17   0.065442     36.220001220703125   23.573777455838233       1.0         2.0                    0.0                          0.5632594593333333    0.04777652117968805     0.25999999046325684     12.2978931405    43.43000030517578    8.539999961853027    62.650001525878906   2.450000047683716    -23.25                1.440000057220459     18.610000610351562    16.164062     0.0036353818    15.456619     0.008061331     12.704         0.028            11.066         0.023            10.05          0.02             7.202          0.016            4.728          0.026            81.37000274658203    82.19999694824219   
  J134105.10+395945.4   13:41:05   +39:59:45   0.1714548    59.2871941626        24.684738566815046       0.0         0.0                    2.0                          1.2999999523162842    0.066513410322          ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.491625     0.005431907     16.857515     0.0113554355    14.257         0.067            13.299         0.025            12.896         0.025            11.185         0.075            9.622          0.53             37.380001068115234   39.8767             
  J134111.14+302241.3   13:41:11   +30:22:41   0.0403911    38.7186594307        23.16821038873167        2.0         0.0                    0.0                          0.6610000133514404    0.0516578295591         0.029821                7.77761167558    208.438544872        25.28134176          242.088261903        29.7768403209        -2.420154             27.9573884961         -86.7789604155        13.893542     0.00194228      13.206504     0.002674552     11.889         0.039            10.98          0.023            10.138         0.02             6.697          0.015            3.75           0.023            40.099998474121094   41.27734            
  J134442.16+555313.5   13:44:42   +55:53:14   0.03734      132.0                23.63049152993493        1.0         2.0                    0.0                          0.5966702703333333    0.013653473873154562    0.09099999815225601     45.2803363953    570.0700073242188    2.119999885559082    638.3800048828125    2.109999895095825    84.88999938964844     0.07999999821186066   -95.12999725341797    14.306264     0.0021424       13.711993     0.0034321772    11.793         0.048            10.397         0.022            9.223          0.02             5.336          0.014            1.796          0.017            120.05000305175781   132.02000427246094  
  J134620.46+130501.6   13:46:20   +13:05:02   0.08107052   46.5651415288        23.878556060026792       0.0         0.0                    2.0                          0.7039999961853027    0.0457021698901         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.071731     0.0025789994    14.300371     0.0044660117    13.075         0.048            12.254         0.023            12.222         0.024            10.551         0.058            8.772          ""               44.619998931884766   48.56209            
  J134649.45+142401.7   13:46:49   +14:24:02   0.02155878   161.995917559        23.232130423542618       1.0         0.0                    0.0                          0.7990000247955322    0.0148332798435         0.0366784               4.14535869946    248.730560258        8.92714039           282.447437911        11.17579126964       36.824234             10.0                  88.3933435283         14.183492     0.0021499519    13.689887     0.0032321212    11.675         0.03             10.197         0.022            9.315          0.02             5.619          0.015            2.79           0.02             175.99000549316406   185.5135            
  J134808.76+304908.9   13:48:09   +30:49:09   0.16919      49.8218052089        24.59644762834242        0.0         0.0                    1.0                          1.1299999952316284    0.0688259962058         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.918552     0.00575938      16.026037     0.013675677     14.499         0.086            13.824         0.026            13.604         0.036            12.619         0.41             9.358          ""               46.099998474121094   46.29103            
  J134840.10+181716.1   13:48:40   +18:17:16   0.07311739   36.633323878         23.679698350499546       0.0         0.0                    0.0                          0.7260000109672546    0.0600510966085         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.281212     0.0039838883    15.4622965    0.0075258757    13.536         0.06             12.27          0.024            10.853         0.02             7.461          0.016            4.714          0.024            37.470001220703125   38.0539             
  J135217.88+312646.4   13:52:18   +31:26:46   0.045194     3530.0               25.228384427096877       1.0         1.0                    0.0                          0.8264972973333333    7.026524375426358E-4    0.05700000002980232     45.2803363953    99.94000244140625    1.0099999904632568   230.82000732421875   0.4099999964237213   -141.60000610351562   0.18000000715255737   -71.48999786376953    14.114854     0.00214314      13.250319     0.0036175658    12.399         0.038            11.328         0.023            10.787         0.021            8.124          0.018            5.962          0.038            3336.18994140625     3702.949951171875   
  J135314.08+374113.9   13:53:14   +37:41:14   0.2158554    32.5904302299        24.64767143411979        0.0         0.0                    1.0                          1.0499999523162842    0.0982454155071         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.768963     0.004238621     16.104128     0.0092078075    13.924         0.052            13.218         0.024            12.746         0.026            11.183         0.102            9.022          ""               33.279998779296875   34.18681            
  J135646.10+102609.0   13:56:46   +10:26:09   0.123134     61.0208660364        24.38339628702367        1.0         0.0                    0.0                          1.7000000476837158    0.0847642658684         0.06138                 10.4092399534    128.680803282        21.09781143          147.985960443        25.03998802          169.318338            15.0                  85.9325196801         15.807345     0.0033852635    15.359826     0.00739612      13.982         0.083            12.849         0.024            11.428         0.022            7.569          0.017            4.078          0.022            57.900001525878906   59.57724            
  J135806.05+214021.1   13:58:06   +21:40:21   0.06641577   61.0455013812        23.813886330496633       1.0         1.0                    1.0                          0.6959999799728394    0.0344004750008         0.136488                8.17107312058    49.7080613546        7.51224451           72.344001597         11.2847              2.42967648825         3.0                   -16.3202458712        14.620929     0.0022472597    13.834585     0.0036410321    12.739         0.043            11.928         0.024            11.921         0.022            11.358         0.116            8.842          ""               49.86000061035156    64.22202            
  J135908.74+280121.3   13:59:09   +28:01:21   0.06446698   34.0625159442        23.533497979823796       0.0         0.0                    1.0                          0.7760000228881836    0.0691354563872         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.043323     0.0021771996    13.2903385    0.0042353114    13.008         0.051            11.99          0.023            12.0           0.022            11.292         0.116            9.365          0.518            42.61000061035156    45.00405            
  J135942.61+124412.5   13:59:43   +12:44:13   0.03921458   44.4000773132        23.201211609623062       0.0         1.0                    1.0                          0.5950000286102295    0.0404744390043         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    13.646967     0.0018181647    12.865898     0.0024789397    11.893         0.039            11.016         0.021            11.042         0.021            9.864          0.035            8.266          0.198            38.52000045776367    45.73684            
  J140026.40+175133.3   14:00:26   +17:51:33   0.050559     87.69999694824219    23.724355868068873       0.0         0.0                    2.0                          0.636110436458729     0.02199999988079076     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.417041     0.0022362908    13.627791     0.003739285     12.53          0.039            11.784         0.023            11.777         0.022            10.16          0.043            7.866          0.115            95.41000366210938    97.33000183105469   
  J140051.58+521606.5   14:00:52   +52:16:07   0.117887     176.0                24.802660769804604       0.0         0.0                    2.0                          1.2191540623270434    0.020999999716877892    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.3456       0.004115159     15.466076     0.008253882     13.696         0.056            13.059         0.025            12.854         0.025            10.467         0.048            9.058          0.34             169.91000366210938   174.49000549316406  
  J140810.47+524048.1   14:08:10   +52:40:48   0.082875     176.0                24.47613554593049        0.0         1.0                    1.0                          1.046552723665478     0.017999999225139562    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.424086     0.002535763     13.648635     0.0046946127    13.403         0.065            12.451         0.024            12.456         0.024            11.519         0.124            8.732          ""               128.11000061035156   184.16000366210938  
  J140935.47+575841.2   14:09:35   +57:58:42   0.179874     114.0                25.014855171820106       0.0         0.0                    2.0                          1.3069941876801598    0.03500000014901167     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.806671     0.004995893     16.057953     0.011731572     14.119         0.065            13.695         0.026            13.423         0.028            11.488         0.105            8.904          ""               93.0                 97.6500015258789    
  J141134.14+294914.1   14:11:34   +29:49:14   0.1860646    12.3627400026        24.08257307205845        0.0         0.0                    1.0                          0.6710000038146973    0.167413502169          ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.761026     0.0047167023    15.937938     0.009968574     14.064         0.069            13.426         0.025            13.17          0.029            12.094         0.232            8.973          ""               41.439998626708984   44.34754            
  J141149.43+524900.1   14:11:49   +52:49:00   0.076489     393.1400146484375    24.751659798830456       0.0         1.0                    1.0                          0.6535979865101968    0.004999999888241325    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.624148     0.0022687255    13.889452     0.0037785398    12.767         0.05             11.902         0.022            11.727         0.021            10.455         0.05             8.556          0.238            218.3699951171875    321.5899963378906   
  J141203.47+292801.7   14:12:03   +29:28:02   0.1146554    31.4701013267        24.02898722543475        0.0         1.0                    2.0                          1.3799999952316284    0.134525018303          ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.318161     0.004275293     15.456549     0.010271113     14.043         0.068            13.222         0.025            12.878         0.026            11.001         0.083            8.904          0.348            35.4900016784668     36.97043            
  J141557.25+495334.6   14:15:57   +49:53:35   0.1854482    37.8682427108        24.565538319434634       0.0         1.0                    0.0                          0.7160000205039978    0.0572660976871         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.498583     0.00559042      17.026928     0.013155077     14.416         0.071            13.551         0.024            12.779         0.023            9.13           0.021            6.642          0.042            33.529998779296875   39.37357            
  J141652.95+104826.7   14:16:53   +10:48:27   0.0247117    31.357254833         22.6392558658246         0.0         1.0                    1.0                          0.8830000162124634    0.0856902933496         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    11.715162     0.0014871599    10.965143     0.0017208898    11.004         0.064            9.844          0.022            9.852          0.02             9.06           0.023            7.164          0.069            34.93000030517578    65.12               
  J142210.81+210554.1   14:22:11   +21:05:54   0.191477     84.30000305175781    24.94396655349415        1.0         0.0                    1.0                          0.7396486486666666    0.026674640900658998    0.04800000041723251     8.36201751835    179.82000732421875   14.279999732971191   274.92999267578125   22.610000610351562   -196.0500030517578    6.230000019073486     -170.9499969482422    17.575684     0.0077198246    16.662737     0.014275223     14.973         0.13             14.291         0.028            14.021         0.038            12.479         0.298            8.925          ""               76.2699966430664     79.86000061035156   
  J142810.35+123711.7   14:28:10   +12:37:12   0.07917418   38.0474664271        23.769136586491783       0.0         1.0                    1.0                          0.5609999895095825    0.0445635725142         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.844319     0.0024141974    14.120397     0.0043626325    12.848         0.05             12.14          0.024            12.167         0.022            12.029         0.174            9.315          ""               32.65999984741211    48.15864            
  J142832.60+424021.0   14:28:33   +42:40:21   0.129263     37.0854176581        24.2126816285317         0.0         1.0                    0.0                          0.7440000176429749    0.0607972924419         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.143349     0.0042307866    15.572411     0.0069643264    13.532         0.052            12.637         0.023            12.136         0.022            10.344         0.043            8.791          0.273            38.18000030517578    43.59546            
  J143418.19+242444.2   14:34:18   +24:24:44   0.0849695    47.4520809948        23.929745799704566       0.0         0.0                    1.0                          0.5389999747276306    0.0342714949304         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.032835     0.0028303103    14.360452     0.0059412452    13.29          0.05             12.467         0.022            12.444         0.023            11.473         0.109            9.473          ""               42.7599983215332     43.32329            
  J143521.67+505122.9   14:35:22   +50:51:23   0.099694     141.0                24.550362327667397       1.0         0.0                    2.0                          0.6787783783333333    0.014547395268338781    0.013000000268220901    3.55345783932    285.6099853515625    56.380001068115234   422.0400085449219    52.61000061035156    -66.70999908447266    24.899999618530273    -196.00999450683594   16.090084     0.004451451     15.24878      0.009737816     14.302         0.085            13.647         0.037            13.532         0.043            11.748         0.184            8.509          ""               138.16000366210938   140.9600067138672   
  J144104.37+532008.7   14:41:04   +53:20:09   0.105024     40.6474620104        24.058371504719627       0.0         2.0                    0.0                          0.8130000233650208    0.060611944755          ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.467978     0.0038187117    15.72137      0.0069401837    13.292         0.042            12.358         0.023            10.938         0.021            6.746          0.014            3.75           0.016            37.97999954223633    39.55034            
  J144433.70+192121.5   14:44:34   +19:21:22   0.1904973    121.018499136        25.096029340574997       0.0         1.0                    1.0                          0.6380000114440918    0.0158576006544         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.914415     0.005042844     16.044731     0.009394592     14.187         0.084            13.403         0.024            13.048         0.025            11.851         0.128            9.676          0.493            47.18000030517578    52.93047            
  J144557.78+173828.6   14:45:58   +17:38:29   0.0653314    270.887941122        24.44608459712714        0.0         1.0                    2.0                          1.0700000524520874    0.0118733836474         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.061275     0.0025509507    14.3281765    0.004129763     12.982         0.05             12.277         0.023            12.242         0.024            10.616         0.059            8.672          0.241            41.459999084472656   164.8037            
  J144712.76+404744.9   14:47:13   +40:47:45   0.195146     348.0                25.57811151985699        0.0         1.0                    0.0                          0.6939161757571899    0.006000000052154062    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.867208     0.007494511     17.052055     0.018328482     14.808         0.124            14.341         0.027            13.818         0.031            11.691         0.112            9.388          0.392            122.70999908447266   396.94000244140625  
  J144921.58+631614.0   14:49:22   +63:16:14   0.041677     2500.0               25.00615566923132        1.0         1.0                    2.0                          0.8794                0.0010558371999750103   0.004999999888241291    1.21449239068    162.4199981689453    9.770000457763672    460.94000244140625   90.80999755859375    20.190000534057617    14.199999809265137    138.8000030517578     13.519873     0.001818592     12.854653     0.0025953045    12.125         0.062            11.022         0.023            10.779         0.02             8.084          0.016            5.666          0.031            1948.81005859375     2922.8701171875     
  J145049.40+100649.1   14:50:49   +10:06:49   0.0545324    48.216201365         23.53284257593793        0.0         0.0                    1.0                          0.6539999842643738    0.040970207015          ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.851917     0.0026115652    14.018772     0.005039642     13.154         0.073            11.744         0.025            11.744         0.023            10.378         0.05             8.213          0.185            44.029998779296875   47.58016            
  J150034.56+364845.1   15:00:35   +36:48:45   0.066101     60.65999984741211    23.806822419319737       1.0         0.0                    2.0                          0.7030972973333333    0.03539131830701956     0.1899999976158142      20.3018842291    100.97000122070312   15.380000114440918   161.25999450683594   54.0                 17.959999084472656    24.059999465942383    32.810001373291016    15.5462675    0.0032233263    14.768387     0.0059248074    13.589         0.061            12.739         0.023            12.634         0.023            9.884          0.031            8.063          0.137            56.029998779296875   57.02000045776367   
  J150151.12+163705.9   15:01:51   +16:37:06   0.1488739    22.6100198925        24.131303614642256       0.0         1.0                    2.0                          1.0199999809265137    0.138486000592          ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.955786     0.005863853     16.030527     0.011263789     14.491         0.097            13.812         0.026            13.531         0.032            11.294         0.109            9.137          0.411            31.139999389648438   32.14809            
  J150457.12+260058.4   15:04:57   +26:00:58   0.053984     190.0                24.119262511955224       0.0         0.0                    1.0                          0.755458191938447     0.01200000010430813     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.636328     0.0025700866    13.913494     0.0058160094    13.556         0.066            12.332         0.023            12.372         0.023            11.697         0.131            9.176          ""               65.94000244140625    68.63999938964844   
  J150656.41+125048.6   15:06:56   +12:50:49   0.02227417   66.2663280964        22.87264496145987        0.0         1.0                    2.0                          1.2200000286102295    0.0557464211109         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    12.946619     0.0016602905    12.149889     0.0022539317    11.812         0.049            10.719         0.022            10.711         0.021            8.895          0.021            6.873          0.058            50.59000015258789    75.89505            
  J150721.87+101844.8   15:07:22   +10:18:45   0.07798509   403.27912569         24.780503881537854       1.0         0.0                    2.0                          0.9779999852180481    0.00728419406117        0.00895052              1.29239447393    74.0799695631        7.23676535           241.136158903        8.7820346151         -16.7323              18.0                  59.8779142818         15.153682     0.0026606894    14.521846     0.0046431916    12.962         0.061            14.341         0.051            14.057         0.06             11.795         0.188            8.855          ""               403.45001220703125   407.8527            
  J150950.99+155730.3   15:09:51   +15:57:26   0.187373     424.0                25.62457706898805        0.0         0.0                    1.0                          0.7049029250511193    0.004999999888241325    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.094524     0.005277315     16.222635     0.00986293      14.133         0.057            13.409         0.024            12.953         0.026            11.709         0.131            8.966          ""               393.20001220703125   406.70001220703125  
  J151319.23+343133.7   15:13:19   +34:31:34   0.127249     34.5932580531        24.167712093905998       1.0         0.0                    2.0                          1.0399999618530273    0.0915745201266         0.249075                37.9705408711    134.026254011        22.93339915          180.453944363        25.9663676492        23.9296211436         9.76234132448         23.9296211436         17.279333     0.0058714035    16.499254     0.012817361     14.374         0.085            13.844         0.025            13.575         0.029            10.481         0.041            8.824          0.232            31.1299991607666     31.99696            
  J151641.59+291809.2   15:16:42   +29:18:09   0.129882     72.06999969482422    24.505728196359847       0.0         1.0                    2.0                          1.3763743845536223    0.059000000357627896    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.323269     0.0038384276    15.532503     0.0076868255    13.918         0.07             12.747         0.023            12.451         0.023            10.61          0.051            8.38           0.175            67.9000015258789     74.2699966430664    
  J151838.90+404500.2   15:18:39   +40:45:00   0.06515995   54.4239878654        23.74670242553113        0.0         0.0                    1.0                          0.4690000116825104    0.0259646074955         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.07515      0.0025827964    14.366448     0.0052196993    13.198         0.046            12.327         0.023            12.157         0.022            10.584         0.046            9.091          0.317            44.16999816894531    45.407              
  J152045.04+483922.9   15:20:45   +48:39:23   0.07801978   47.0086671412        23.84748472369124        0.0         1.0                    1.0                          0.5139999985694885    0.0329831132632         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.962847     0.0032077911    15.154841     0.0054985774    13.36          0.043            12.758         0.022            12.74          0.022            12.011         0.131            9.8            0.515            30.790000915527344   56.3576             
  J152115.79+151207.8   15:21:16   +15:12:10   0.214777     405.0                25.737138163707485       0.0         0.0                    1.0                          0.9417002329788206    0.007000000216066888    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.738317     0.0073945955    16.850939     0.014635762     15.55          0.157            14.199         0.026            13.911         0.035            12.705         0.334            9.193          ""               323.82000732421875   356.9800109863281   
  J152326.91+283732.5   15:23:27   +28:37:33   0.08242828   89.4092991948        24.177060214080747       0.0         1.0                    1.0                          0.7059999704360962    0.0237828330128         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.81238      0.0024614856    14.0302105    0.004454671     13.347         0.086            12.203         0.023            12.185         0.023            11.347         0.092            9.31           0.408            45.970001220703125   65.36548            
