#velo flux_rev
1375696294.44 -9.4951945357e-05
1375618169.44 0.000642535451334
1375540044.44 0.0017438067589
1375461919.44 0.00127699761651
1375383794.45 -0.000166094774613
1375305669.45 -0.000381776189897
1375227544.45 -9.72336347331e-05
1375149419.46 0.000116328665172
1375071294.46 0.000538061722182
1374993169.46 0.000290812866297
1374915044.46 0.000146616119309
1374836919.47 0.000479075999465
1374758794.47 0.000498453038745
1374680669.47 3.54258227162e-05
1374602544.48 -0.00053270033095
1374524419.48 -0.00048516568495
1374446294.48 3.86021129088e-05
1374368169.48 0.000265211390797
1374290044.49 -0.000532483798452
1374211919.49 -0.00111161184032
1374133794.49 -0.000617197481915
1374055669.5 -0.00015587019152
1373977544.5 0.000226977688726
1373899419.5 0.0014429197181
1373821294.5 0.00704700360075
1373743169.51 0.0169771295041
1373665044.51 0.018834611401
1373586919.51 0.00968401599675
1373508794.52 0.00240169558674
1373430669.52 -2.90102616418e-05
1373352544.52 -0.00101831334177
1373274419.52 -0.00101620331407
1373196294.53 -0.0008580723661
1373118169.53 -0.000271452910965
1373040044.53 0.000382939644624
1372961919.54 0.000765444070566
1372883794.54 0.0013359549921
1372805669.54 0.00077743845759
1372727544.54 -8.46137700137e-05
1372649419.55 0.000196882538148
1372571294.55 -7.42847623769e-05
1372493169.55 -0.000572085380554
1372415044.56 -0.000189201178728
1372336919.56 -5.71137206862e-05
1372258794.56 -0.000460859795567
1372180669.56 -0.00028075944283
1372102544.57 0.000179665803444
1372024419.57 0.000215924941585
1371946294.57 0.000273526529782
1371868169.58 0.000344294938259
1371790044.58 0.000221035006689
1371711919.58 -7.60672992328e-05
1371633794.58 -7.42721895222e-05
1371555669.59 -1.56610622071e-05
1371477544.59 -0.000411458313465
1371399419.59 -0.000295579142403
1371321294.6 0.000362466322258
1371243169.6 0.000886350171641
1371165044.6 0.00107065204065
1371086919.6 0.000507475226186
1371008794.61 -3.97787807742e-05
1370930669.61 -0.000342230603565
1370852544.61 -0.000408220163081
1370774419.62 0.000218423330807
1370696294.62 0.000280135311186
1370618169.62 -8.64351168275e-05
1370540044.62 -3.40456826962e-05
1370461919.63 -0.000246489071287
1370383794.63 -0.000753835774958
1370305669.63 -0.00102664134465
1370227544.64 -0.00108302175067
1370149419.64 -0.00108095107134
1370071294.64 -0.00099711806979
1369993169.64 -0.000627465255093
1369915044.65 -0.000110469933134
1369836919.65 4.4006115786e-05
1369758794.65 0.00017303651839
1369680669.66 0.000236376596149
1369602544.66 -1.03487909655e-05
1369524419.66 0.000289885618258
1369446294.66 0.000457068032119
1369368169.67 -0.0002158806019
1369290044.67 -0.000526938703842
1369211919.67 -0.000232977035921
1369133794.68 -0.000117751296784
1369055669.68 -8.05667950772e-05
1368977544.68 0.000277317798464
1368899419.68 0.000377351942006
1368821294.69 0.000237361527979
1368743169.69 0.000233664468396
1368665044.69 0.000211361126276
1368586919.7 0.000278133287793
1368508794.7 7.14192865416e-05
1368430669.7 -0.000286394264549
1368352544.7 -3.73356888304e-05
1368274419.71 -0.000220905436436
1368196294.71 -0.000649075140245
1368118169.71 8.98204307305e-05
1368040044.72 0.00103320449125
1367961919.72 0.00121023517568
1367883794.72 0.000823955109809
1367805669.72 0.000391972600482
1367727544.73 5.13941195095e-05
1367649419.73 -6.81029923726e-05
1367571294.73 0.000287122675218
1367493169.74 0.00041598250391
1367415044.74 0.000154182460392
1367336919.74 9.02309038793e-05
1367258794.74 3.78858894692e-05
1367180669.75 0.000332363299094
1367102544.75 0.000675514631439
1367024419.75 0.000282647146378
1366946294.76 4.80703383801e-05
1366868169.76 -0.000130704560434
1366790044.76 -0.000636965385638
1366711919.76 -0.000632524082903
1366633794.77 -0.000322517938912
