Filename	Success	Nchan	dof	chi^2	chi^2/dof	rms	A	dA	B_1	dB_1	B_2	dB_2	C	dC	XE_0	dXE_0	XP_0	dXP_0	W	dW	N	dN	X	dX	W_50	dW_50	W_20	dW_20	F_peak	dF_peak	F_int	dF_int
J134442.16+555313.5.txt	0	185	177	14.6902	0.0829953	0.01	0.066766	0.00514312	0.23894	0.0526442	0.304092	0.0804896	0.00544889	0.0176423	99.6103	0.535015	104.324	2.14455	16.1987	0.602228	1.5563	1.17261	90.1952	5.51356	562.21	11.3807	639.378	13.605	0.0895496	0.00442303	44.3822	1.13307
J134649.45+142401.7.txt	0	220	215	56.8372	0.264359	0.01	0.0169743	0.0135126	0.946249	2.32259	6.98544	2.98242e+17	0	0	115.73	1.39575e+15	0.1	0	1.335	1.39575e+15	0	0	-205.957	2.6558e+16	45.0872	2.67641e+16	57.2656	6.00897e+16	0.0169473	2.97706e+10	0.762413	7.47906e+14
J135217.88+312646.4.txt	0	185	177	3.11542	0.0176012	0.01	0.0285829	0.0092403	0.314066	0.343372	0.456394	0.294899	8.89055e-06	0.00017029	84.1625	2.49825	81.8516	5.28562	4.31321	2.93018	6.66155	8.73844	-130.463	12.893	105.418	126.934	223.623	26.1451	0.0571723	0.00743911	7.64489	0.810881
J135646.10+102609.0.txt	0	220	215	2181.25	10.1454	0.01	0.0591774	0.00966288	6.23708	3.43112e+15	1.26731	2.04743	0	0	137.793	1.12737e+13	0.1	0	6.75231	1.12737e+13	0	0	184.09	6.06045e+13	250.194	7.52794e+13	261.609	6.31778e+13	0.0591774	0.0030337	14.8164	7.51539e+12
J135806.05+214021.1.txt	0	220	212	360.868	1.70221	0.01	0.0226151	0.0206568	0.746756	0.26357	0.624041	0.717697	0.519139	0.961196	130.546	1.48525	131.506	1.07553	2.43166	1.69163	2.65342	1.79677	24.671	3.79706	45.6199	3.4944	72.8752	5.14111	0.162345	0.00911595	9.72448	0.582077
J142210.81+210554.1.txt	1	185	180	60.0624	0.33368	0.01	4.92836e+08	1.09871e+12	0.0458418	2.16733	0.356052	0.188595	0	0	134.178	4949.39	0.1	0	-48.7091	4961.65	0	0	-168.21	93.4087	116.382	59.5337	186.48	505.339	0.033177	0.00605925	4.30183	2.20031
J143521.67+505122.9.txt	1	185	177	19.8846	0.112342	0.01	0.31773	39.5361	0.590808	2.08041	0.10325	0.848895	0.0359898	1.12608	75.7745	221.368	83.0136	20.7117	-6.42829	233.801	3.17176	17.2196	-69.6432	72.0314	225.865	152.345	300.9	176.122	0.0075248	0.00534526	1.57718	0.879505
J144921.58+631614.0.txt	1	185	177	0.375472	0.00212131	0.01	0.00786475	1.68479	0.0585615	1.43262	0.181345	1.79434	0.119637	6.42803	102.638	747.924	91.291	24.3782	-4.54737	993.159	1.6639	32.7238	27.0514	394.398	160.325	313.973	455.355	1015.08	0.00368054	0.0049519	0.863905	1.2128
J150034.56+364845.1.txt	2	185	180	150.435	0.835749	0.01	3.87846e+09	2.02201e+12	0.363711	0.0459319	0.0496021	0.536335	0	0	48.0868	1057.94	0.1	0	-45.536	1060.83	0	0	34.5924	19.555	100.2	74.5161	159.618	107.981	0.163453	0.0209222	18.1626	5.01369
J150721.87+101844.8.txt	0	220	212	11.9567	0.0563996	0.01	0.00694999	0.0409412	0.239066	0.726456	0.937629	2.17097	0.0178456	0.218133	128.985	16.2798	127.867	9.81135	2.86134	17.1189	3.42237	10.1754	-15.4276	53.324	68.0659	198.871	241.934	106.197	0.0113267	0.0090434	1.4042	0.749442
